3.589743589743589758e-01 2.307692307692307543e-01 4.102564102564102422e-01
3.589743589743589758e-01 2.564102564102563875e-01 3.846153846153845812e-01
3.589743589743589758e-01 2.820512820512820484e-01 3.589743589743589203e-01
3.589743589743589758e-01 3.076923076923077094e-01 3.333333333333332593e-01
3.589743589743589758e-01 3.333333333333333148e-01 3.076923076923076539e-01
3.589743589743589758e-01 3.589743589743589758e-01 2.820512820512819929e-01
3.589743589743589758e-01 3.846153846153845812e-01 2.564102564102563875e-01
3.589743589743589758e-01 4.102564102564102422e-01 2.307692307692307265e-01
3.846153846153845812e-01 1.794871794871794879e-01 4.358974358974359031e-01
3.846153846153845812e-01 2.051282051282051211e-01 4.102564102564102977e-01
3.846153846153845812e-01 2.307692307692307543e-01 3.846153846153846922e-01
3.846153846153845812e-01 2.564102564102563875e-01 3.589743589743590313e-01
3.846153846153845812e-01 2.820512820512820484e-01 3.333333333333333703e-01
3.846153846153845812e-01 3.076923076923077094e-01 3.076923076923077094e-01
3.846153846153845812e-01 3.333333333333333148e-01 2.820512820512821039e-01
3.846153846153845812e-01 3.589743589743589758e-01 2.564102564102564430e-01
3.846153846153845812e-01 3.846153846153845812e-01 2.307692307692308376e-01
4.102564102564102422e-01 1.794871794871794879e-01 4.102564102564102422e-01
4.102564102564102422e-01 2.051282051282051211e-01 3.846153846153846367e-01
4.102564102564102422e-01 2.307692307692307543e-01 3.589743589743590313e-01
4.102564102564102422e-01 2.564102564102563875e-01 3.333333333333333703e-01
4.102564102564102422e-01 2.820512820512820484e-01 3.076923076923077094e-01
4.102564102564102422e-01 3.076923076923077094e-01 2.820512820512820484e-01
4.102564102564102422e-01 3.333333333333333148e-01 2.564102564102564430e-01
4.102564102564102422e-01 3.589743589743589758e-01 2.307692307692307820e-01
4.358974358974359031e-01 1.794871794871794879e-01 3.846153846153845812e-01
4.358974358974359031e-01 2.051282051282051211e-01 3.589743589743589758e-01
4.358974358974359031e-01 2.307692307692307543e-01 3.333333333333333703e-01
4.358974358974359031e-01 2.564102564102563875e-01 3.076923076923077094e-01
4.358974358974359031e-01 2.820512820512820484e-01 2.820512820512820484e-01
4.358974358974359031e-01 3.076923076923077094e-01 2.564102564102563875e-01
4.358974358974359031e-01 3.333333333333333148e-01 2.307692307692307820e-01
4.615384615384615086e-01 1.538461538461538547e-01 3.846153846153846922e-01
4.615384615384615086e-01 1.794871794871794879e-01 3.589743589743590313e-01
4.615384615384615086e-01 2.051282051282051211e-01 3.333333333333334259e-01
4.615384615384615086e-01 2.307692307692307543e-01 3.076923076923078204e-01
4.615384615384615086e-01 2.564102564102563875e-01 2.820512820512821595e-01
4.615384615384615086e-01 2.820512820512820484e-01 2.564102564102564985e-01
4.871794871794871695e-01 2.564102564102564014e-02 4.871794871794871140e-01
4.871794871794871695e-01 1.538461538461538547e-01 3.589743589743589203e-01
4.871794871794871695e-01 1.794871794871794879e-01 3.333333333333332593e-01
4.871794871794871695e-01 2.051282051282051211e-01 3.076923076923076539e-01
4.871794871794871695e-01 2.307692307692307543e-01 2.820512820512820484e-01
4.871794871794871695e-01 2.564102564102563875e-01 2.564102564102563875e-01
4.871794871794871695e-01 2.820512820512820484e-01 2.307692307692307265e-01
5.128205128205127750e-01 1.538461538461538547e-01 3.333333333333333703e-01
5.128205128205127750e-01 1.794871794871794879e-01 3.076923076923077094e-01
5.128205128205127750e-01 2.051282051282051211e-01 2.820512820512821039e-01
5.128205128205127750e-01 2.307692307692307543e-01 2.564102564102564985e-01
5.128205128205127750e-01 2.564102564102563875e-01 2.307692307692308376e-01
5.384615384615384359e-01 2.564102564102564014e-02 4.358974358974359031e-01
5.384615384615384359e-01 1.282051282051281937e-01 3.333333333333333703e-01
5.384615384615384359e-01 1.538461538461538547e-01 3.076923076923077094e-01
5.384615384615384359e-01 1.794871794871794879e-01 2.820512820512820484e-01
5.384615384615384359e-01 2.051282051282051211e-01 2.564102564102564430e-01
5.384615384615384359e-01 2.307692307692307543e-01 2.307692307692308098e-01
5.641025641025640969e-01 1.282051282051281937e-01 3.076923076923077094e-01
5.641025641025640969e-01 1.538461538461538547e-01 2.820512820512820484e-01
5.641025641025640969e-01 1.794871794871794879e-01 2.564102564102563875e-01
5.641025641025640969e-01 2.051282051282051211e-01 2.307692307692307820e-01
5.897435897435897578e-01 1.025641025641025605e-01 3.076923076923077094e-01
5.897435897435897578e-01 1.282051282051281937e-01 2.820512820512820484e-01
5.897435897435897578e-01 1.538461538461538547e-01 2.564102564102563875e-01
6.153846153846154188e-01 1.025641025641025605e-01 2.820512820512820484e-01
6.153846153846154188e-01 1.282051282051281937e-01 2.564102564102563875e-01
6.410256410256409687e-01 1.025641025641025605e-01 2.564102564102564985e-01
6.666666666666666297e-01 7.692307692307692735e-02 2.564102564102564430e-01
6.923076923076922906e-01 7.692307692307692735e-02 2.307692307692307820e-01
